target,r2,f_stat,f_p,n,coef_mean_mu,coef_mean_var,coef_std_mu,coef_std_var,intercept
imdb_rating,0.017095345215619173,0.5522175604255098,0.6977420630232734,132,-0.006502476308953393,-0.026679472853853865,0.012655262052979321,-0.01169258205648322,7.926515151515151
imdb_rating_relative,0.011304651072123417,0.36302656013212536,0.8345497832299186,132,-0.07309387087442341,-0.055913615374359966,0.033130305930237955,-0.0019752600227701906,-3.0193160334118656e-16
