rating_variable,geometry_variable,pearson_r,pearson_p,spearman_r,spearman_p,n
imdb_rating,mean_mu,-0.01214182803978086,0.8901003211431132,0.019633631691138055,0.8231858260283162,132
imdb_rating,mean_var,-0.11779829764245381,0.17855562215997894,-0.11968840366971621,0.17163932896389297,132
imdb_rating,std_mu,0.07833748363576062,0.3719418586128859,0.06914829591089981,0.43078979852562416,132
imdb_rating,std_var,-0.05588782929452519,0.5244552397478014,-0.04294504967379138,0.6248885064008213,132
imdb_rating_relative,mean_mu,-0.06934451484722788,0.4294799568793343,-0.04729363528013926,0.590234711038035,132
imdb_rating_relative,mean_var,-0.06385920555299246,0.46694964861959976,-0.05684203944210888,0.5173876005791525,132
imdb_rating_relative,std_mu,0.05961846278920349,0.4971039482650159,0.036991999622153604,0.6736765230329984,132
imdb_rating_relative,std_var,-0.014449291037418113,0.8693852958697794,-0.02523644114717616,0.7739341783250018,132
